Done Machine
Iteration: 0 | New Error: 0.8957726077308106

Iteration: 1 | Best Mean-Squared-Error: 0.8957726077308106

Iteration: 0 | New Error: 0.8957560567521943

Iteration: 13 | Best Mean-Squared-Error: 0.7055424482364352

Iteration: 0 | New Error: 0.8954100007506166

Iteration: 32 | Best Mean-Squared-Error: 0.4638899317040251

Iteration: 0 | New Error: 0.8954044516329265

Iteration: 12 | Best Mean-Squared-Error: 0.5303045125068824

Iteration: 0 | New Error: 0.8956201149242902

Iteration: 10 | Best Mean-Squared-Error: 0.5191703706571414

Iteration: 0 | New Error: 0.8955183735218708

Iteration: 11 | Best Mean-Squared-Error: 0.46590775914654514

Iteration: 0 | New Error: 0.8955790571154348

Iteration: 11 | Best Mean-Squared-Error: 0.44949085479639467

Iteration: 0 | New Error: 0.8957098011995469

Iteration: 11 | Best Mean-Squared-Error: 0.4360567248994994

Iteration: 0 | New Error: 0.8956460808123161

Iteration: 10 | Best Mean-Squared-Error: 0.42911082481138574

Iteration: 0 | New Error: 0.8953295441954147

Iteration: 10 | Best Mean-Squared-Error: 0.4290355600768565

Iteration: 0 | New Error: 0.8957251113978296

Iteration: 9 | Best Mean-Squared-Error: 0.48940453726862426

Iteration: 0 | New Error: 0.8957622934938092

Iteration: 6 | Best Mean-Squared-Error: 0.47575788759661997

Iteration: 0 | New Error: 0.8956374601686301

Iteration: 2 | Best Mean-Squared-Error: 0.6830227101045439

Iteration: 0 | New Error: 0.8955449997118545

Iteration: 2 | Best Mean-Squared-Error: 0.5376294123526781

Iteration: 0 | New Error: 0.8957213442447356

Iteration: 3 | Best Mean-Squared-Error: 0.45609480342107644

Iteration: 0 | New Error: 0.8956117381201629

Iteration: 2 | Best Mean-Squared-Error: 0.46123000963427246

Iteration: 0 | New Error: 0.8954408603982871

Iteration: 2 | Best Mean-Squared-Error: 0.42143411846373746

Iteration: 0 | New Error: 0.8957517092171849

Iteration: 2 | Best Mean-Squared-Error: 0.42539544658201917

Iteration: 0 | New Error: 0.8955813801415782

Iteration: 2 | Best Mean-Squared-Error: 0.42780521319186376

Iteration: 0 | New Error: 0.8953732447813492

Iteration: 2 | Best Mean-Squared-Error: 0.4260113616752482

Iteration: 0 | New Error: 0.8955573272153693

Iteration: 2 | Best Mean-Squared-Error: 0.49695229393244017

Iteration: 0 | New Error: 0.8957362332087921

Iteration: 1 | Best Mean-Squared-Error: 0.8957362332087921

Iteration: 0 | New Error: 0.8955279252997664

Iteration: 1 | Best Mean-Squared-Error: 0.8955279252997664

Iteration: 0 | New Error: 0.8959826195134059

Iteration: 1 | Best Mean-Squared-Error: 0.8959826195134059

Iteration: 0 | New Error: 0.895775335880382

Iteration: 2 | Best Mean-Squared-Error: 0.5317730245852932

Iteration: 0 | New Error: 0.8954738431179742

Iteration: 1 | Best Mean-Squared-Error: 0.8954738431179742

Iteration: 0 | New Error: 0.896552773275759

Iteration: 1 | Best Mean-Squared-Error: 0.896552773275759

Iteration: 0 | New Error: 0.8956760704692215

Iteration: 1 | Best Mean-Squared-Error: 0.8956760704692215

Iteration: 0 | New Error: 0.895366432894587

Iteration: 1 | Best Mean-Squared-Error: 0.895366432894587

Iteration: 0 | New Error: 0.895558052298031

Iteration: 1 | Best Mean-Squared-Error: 0.895558052298031

Iteration: 0 | New Error: 0.8960372711627589

Iteration: 1 | Best Mean-Squared-Error: 0.8960372711627589

Iteration: 0 | New Error: 0.8954662437575196

Iteration: 1 | Best Mean-Squared-Error: 0.8954662437575196

Iteration: 0 | New Error: 0.8955167352658965

Iteration: 1 | Best Mean-Squared-Error: 0.8955167352658965

Iteration: 0 | New Error: 0.8958493866425707

Iteration: 1 | Best Mean-Squared-Error: 0.8958493866425707

Iteration: 0 | New Error: 0.8955765611122398

Iteration: 1 | Best Mean-Squared-Error: 0.8955765611122398

Iteration: 0 | New Error: 0.8957855041015076

Iteration: 1 | Best Mean-Squared-Error: 0.8957855041015076

Iteration: 0 | New Error: 0.8955676270736038

Iteration: 1 | Best Mean-Squared-Error: 0.8955676270736038

Iteration: 0 | New Error: 0.895477644600659

Iteration: 1 | Best Mean-Squared-Error: 0.895477644600659

Iteration: 0 | New Error: 0.8955101644046352

Iteration: 1 | Best Mean-Squared-Error: 0.8955101644046352

Iteration: 0 | New Error: 0.8956715903684944

Iteration: 1 | Best Mean-Squared-Error: 0.8956715903684944

Iteration: 0 | New Error: 0.8954114927482467
Iteration: 50 | New Error: 0.4991329267816827

Iteration: 76 | Best Mean-Squared-Error: 0.4889517262205867

Iteration: 0 | New Error: 0.8954147573174276

Iteration: 1 | Best Mean-Squared-Error: 0.8954147573174276

Iteration: 0 | New Error: 0.8956085206457775

Iteration: 13 | Best Mean-Squared-Error: 0.59299910701462

Iteration: 0 | New Error: 0.8955490732002133

Iteration: 11 | Best Mean-Squared-Error: 0.5710204874257656

Iteration: 0 | New Error: 0.8957611863875927

Iteration: 25 | Best Mean-Squared-Error: 0.4543688012188292

Iteration: 0 | New Error: 0.8962345084260775

Iteration: 11 | Best Mean-Squared-Error: 0.4650629917880825

Iteration: 0 | New Error: 0.895411317296508

Iteration: 11 | Best Mean-Squared-Error: 0.4449771414869732

Iteration: 0 | New Error: 0.8956253732634998

Iteration: 11 | Best Mean-Squared-Error: 0.4408317605892806

Iteration: 0 | New Error: 0.8957033083408567

Iteration: 10 | Best Mean-Squared-Error: 0.43116463059527216

Iteration: 0 | New Error: 0.8955302530081113

Iteration: 10 | Best Mean-Squared-Error: 0.4239883224351595

Iteration: 0 | New Error: 0.8958464868778719

Iteration: 8 | Best Mean-Squared-Error: 0.48886421407794756

Iteration: 0 | New Error: 0.8956671760913624

Iteration: 2 | Best Mean-Squared-Error: 0.7201461113508701

Iteration: 0 | New Error: 0.8954872458951038

Iteration: 4 | Best Mean-Squared-Error: 0.46515773397005594

Iteration: 0 | New Error: 0.8954904014817712

Iteration: 2 | Best Mean-Squared-Error: 0.6171362332684294

Iteration: 0 | New Error: 0.8957305350112352

Iteration: 2 | Best Mean-Squared-Error: 0.560277576953879

Iteration: 0 | New Error: 0.8962720920625337

Iteration: 3 | Best Mean-Squared-Error: 0.4538949457443958

Iteration: 0 | New Error: 0.8961203202581336

Iteration: 2 | Best Mean-Squared-Error: 0.4255980299786275

Iteration: 0 | New Error: 0.8954078756195392

Iteration: 2 | Best Mean-Squared-Error: 0.5351096270409291

Iteration: 0 | New Error: 0.8957378992171457

Iteration: 3 | Best Mean-Squared-Error: 0.4460861990819004

Iteration: 0 | New Error: 0.8960513833699164

Iteration: 2 | Best Mean-Squared-Error: 0.4290726148550657

Iteration: 0 | New Error: 0.8956024350286231

Iteration: 1 | Best Mean-Squared-Error: 0.8956024350286231

Iteration: 0 | New Error: 0.8955750209319142

Iteration: 1 | Best Mean-Squared-Error: 0.8955750209319142

Iteration: 0 | New Error: 0.8954529338071244

Iteration: 1 | Best Mean-Squared-Error: 0.8954529338071244

Iteration: 0 | New Error: 0.895450308591453

Iteration: 1 | Best Mean-Squared-Error: 0.895450308591453

Iteration: 0 | New Error: 0.8957852031042154

Iteration: 1 | Best Mean-Squared-Error: 0.8957852031042154

Iteration: 0 | New Error: 0.8954504259618031

Iteration: 1 | Best Mean-Squared-Error: 0.8954504259618031

Iteration: 0 | New Error: 0.8953862995883195

Iteration: 1 | Best Mean-Squared-Error: 0.8953862995883195

Iteration: 0 | New Error: 0.8955146463789734

Iteration: 1 | Best Mean-Squared-Error: 0.8955146463789734

Iteration: 0 | New Error: 0.8956733936630639

Iteration: 1 | Best Mean-Squared-Error: 0.8956733936630639

Iteration: 0 | New Error: 0.8954987677888281

Iteration: 1 | Best Mean-Squared-Error: 0.8954987677888281

Iteration: 0 | New Error: 0.8955722215429597

Iteration: 2 | Best Mean-Squared-Error: 0.8504882869501881

Iteration: 0 | New Error: 0.8955117362188055

Iteration: 1 | Best Mean-Squared-Error: 0.8955117362188055

Iteration: 0 | New Error: 0.8957092799469148

Iteration: 1 | Best Mean-Squared-Error: 0.8957092799469148

Iteration: 0 | New Error: 0.8958032461284995

Iteration: 1 | Best Mean-Squared-Error: 0.8958032461284995

Iteration: 0 | New Error: 0.8957911215816691

Iteration: 1 | Best Mean-Squared-Error: 0.8957911215816691

Iteration: 0 | New Error: 0.8961583860307227

Iteration: 1 | Best Mean-Squared-Error: 0.8961583860307227

Iteration: 0 | New Error: 0.8959564534868478

Iteration: 1 | Best Mean-Squared-Error: 0.8959564534868478

Iteration: 0 | New Error: 0.8953732852178531

Iteration: 1 | Best Mean-Squared-Error: 0.8953732852178531

Iteration: 0 | New Error: 0.89579716613834

Iteration: 1 | Best Mean-Squared-Error: 0.89579716613834

Iteration: 0 | New Error: 0.8957125511041939

Iteration: 1 | Best Mean-Squared-Error: 0.8957125511041939

Iteration: 0 | New Error: 0.8956185938545824

Iteration: 1 | Best Mean-Squared-Error: 0.8956185938545824

Iteration: 0 | New Error: 0.895522181302151

Iteration: 1 | Best Mean-Squared-Error: 0.895522181302151

Iteration: 0 | New Error: 0.8954612301124665

Iteration: 12 | Best Mean-Squared-Error: 0.600516406921946

Iteration: 0 | New Error: 0.8955095659440321

Iteration: 27 | Best Mean-Squared-Error: 0.4581943567249535

Iteration: 0 | New Error: 0.8955374176945943

Iteration: 11 | Best Mean-Squared-Error: 0.4906312751310492

Iteration: 0 | New Error: 0.89565109174903

Iteration: 11 | Best Mean-Squared-Error: 0.46672429528886955

Iteration: 0 | New Error: 0.8957060809639963

Iteration: 11 | Best Mean-Squared-Error: 0.4489921540464205

Iteration: 0 | New Error: 0.8953278700194095

Iteration: 10 | Best Mean-Squared-Error: 0.4377961903889096

Iteration: 0 | New Error: 0.8954414017653589

Iteration: 10 | Best Mean-Squared-Error: 0.42973403400502985

Iteration: 0 | New Error: 0.8956399490518164

Iteration: 10 | Best Mean-Squared-Error: 0.42420572480983476

Iteration: 0 | New Error: 0.8955295821704536

Iteration: 8 | Best Mean-Squared-Error: 0.4897408372232206

Iteration: 0 | New Error: 0.8961174623191643

Iteration: 2 | Best Mean-Squared-Error: 0.661022682479326

Iteration: 0 | New Error: 0.8954315845527561

Iteration: 2 | Best Mean-Squared-Error: 0.6489352956740675

Iteration: 0 | New Error: 0.8956007156422294

Iteration: 2 | Best Mean-Squared-Error: 0.6226534507221438

Iteration: 0 | New Error: 0.8954126330526003

Iteration: 2 | Best Mean-Squared-Error: 0.5627803579957885

Iteration: 0 | New Error: 0.8955626506193737

Iteration: 2 | Best Mean-Squared-Error: 0.5107615288117598

Iteration: 0 | New Error: 0.89543820303204

Iteration: 2 | Best Mean-Squared-Error: 0.49221828238778503

Iteration: 0 | New Error: 0.8955515464213788

Iteration: 2 | Best Mean-Squared-Error: 0.4208873801504112

Iteration: 0 | New Error: 0.8954671782247414

Iteration: 2 | Best Mean-Squared-Error: 0.4386614805545555

