Done Machine
Iteration: 0 | New Error: 0.8954567979712752

Iteration: 2 | Best Mean-Squared-Error: 0.8954479070052809

Iteration: 0 | New Error: 0.8955788411606721

Iteration: 8 | Best Mean-Squared-Error: 0.8954485666777501

Iteration: 0 | New Error: 0.8954464909680858

Iteration: 4 | Best Mean-Squared-Error: 0.8954457885613354

Iteration: 0 | New Error: 0.895816698841803

Iteration: 1 | Best Mean-Squared-Error: 0.895816698841803

Iteration: 0 | New Error: 0.8956328703241221

Iteration: 1 | Best Mean-Squared-Error: 0.8956328703241221

Iteration: 0 | New Error: 0.8955718779328152

Iteration: 1 | Best Mean-Squared-Error: 0.8955718779328152

Iteration: 0 | New Error: 0.8955153721786305

Iteration: 1 | Best Mean-Squared-Error: 0.8955153721786305

Iteration: 0 | New Error: 0.8955158053973508

Iteration: 1 | Best Mean-Squared-Error: 0.8955158053973508

Iteration: 0 | New Error: 0.8954515808111176

Iteration: 1 | Best Mean-Squared-Error: 0.8954515808111176

Iteration: 0 | New Error: 0.8959025759154914

Iteration: 1 | Best Mean-Squared-Error: 0.8959025759154914

Iteration: 0 | New Error: 0.8954503955220703

Iteration: 1 | Best Mean-Squared-Error: 0.8954503955220703

Iteration: 0 | New Error: 0.8958271038632726

Iteration: 1 | Best Mean-Squared-Error: 0.8958271038632726

Iteration: 0 | New Error: 0.8955623223555702

Iteration: 1 | Best Mean-Squared-Error: 0.8955623223555702

Iteration: 0 | New Error: 0.8955769229236911

Iteration: 1 | Best Mean-Squared-Error: 0.8955769229236911

Iteration: 0 | New Error: 0.8954661946332524

Iteration: 3 | Best Mean-Squared-Error: 0.8954468242757668

Iteration: 0 | New Error: 0.8957093365017998

Iteration: 1 | Best Mean-Squared-Error: 0.8957093365017998

Iteration: 0 | New Error: 0.8958160155102014

Iteration: 1 | Best Mean-Squared-Error: 0.8958160155102014

Iteration: 0 | New Error: 0.8957109028694163

Iteration: 1 | Best Mean-Squared-Error: 0.8957109028694163

Iteration: 0 | New Error: 0.8955660059921312

Iteration: 1 | Best Mean-Squared-Error: 0.8955660059921312

Iteration: 0 | New Error: 0.895801945100535

Iteration: 1 | Best Mean-Squared-Error: 0.895801945100535

Iteration: 0 | New Error: 0.896296461311063

Iteration: 1 | Best Mean-Squared-Error: 0.896296461311063

Iteration: 0 | New Error: 0.8954593421302437

Iteration: 1 | Best Mean-Squared-Error: 0.8954593421302437

Iteration: 0 | New Error: 0.8958695627869584

Iteration: 1 | Best Mean-Squared-Error: 0.8958695627869584

Iteration: 0 | New Error: 0.8954454703574309

Iteration: 1 | Best Mean-Squared-Error: 0.8954454703574309

Iteration: 0 | New Error: 0.8955123232815652

Iteration: 1 | Best Mean-Squared-Error: 0.8955123232815652

Iteration: 0 | New Error: 0.8956267466654482

Iteration: 1 | Best Mean-Squared-Error: 0.8956267466654482

Iteration: 0 | New Error: 0.8956460032046305

Iteration: 1 | Best Mean-Squared-Error: 0.8956460032046305

Iteration: 0 | New Error: 0.8954457847360184

Iteration: 5 | Best Mean-Squared-Error: 0.8952791800949038

Iteration: 0 | New Error: 0.8956655381305856

Iteration: 1 | Best Mean-Squared-Error: 0.8956655381305856

Iteration: 0 | New Error: 0.8958260041461815

Iteration: 1 | Best Mean-Squared-Error: 0.8958260041461815

Iteration: 0 | New Error: 0.8955596079903627

Iteration: 1 | Best Mean-Squared-Error: 0.8955596079903627

Iteration: 0 | New Error: 0.8960610017401809

Iteration: 1 | Best Mean-Squared-Error: 0.8960610017401809

Iteration: 0 | New Error: 0.8954524039665095

Iteration: 1 | Best Mean-Squared-Error: 0.8954524039665095

Iteration: 0 | New Error: 0.8955764411319614

Iteration: 1 | Best Mean-Squared-Error: 0.8955764411319614

Iteration: 0 | New Error: 0.895454488102965

Iteration: 5 | Best Mean-Squared-Error: 0.8953382311706527

Iteration: 0 | New Error: 0.8955317477698652

Iteration: 1 | Best Mean-Squared-Error: 0.8955317477698652

Iteration: 0 | New Error: 0.8955159622672578

Iteration: 1 | Best Mean-Squared-Error: 0.8955159622672578

Iteration: 0 | New Error: 0.8956216101581947

Iteration: 1 | Best Mean-Squared-Error: 0.8956216101581947

Iteration: 0 | New Error: 0.8955385079898622

Iteration: 1 | Best Mean-Squared-Error: 0.8955385079898622

Iteration: 0 | New Error: 0.8954728997635615

Iteration: 1 | Best Mean-Squared-Error: 0.8954728997635615

Iteration: 0 | New Error: 0.8966189633873

Iteration: 1 | Best Mean-Squared-Error: 0.8966189633873

Iteration: 0 | New Error: 0.8955940604163614

Iteration: 1 | Best Mean-Squared-Error: 0.8955940604163614

Iteration: 0 | New Error: 0.8960312105028231

Iteration: 1 | Best Mean-Squared-Error: 0.8960312105028231

Iteration: 0 | New Error: 0.895821535809369

Iteration: 5 | Best Mean-Squared-Error: 0.8948576933838771

Iteration: 0 | New Error: 0.8955903559051548

Iteration: 1 | Best Mean-Squared-Error: 0.8955903559051548

Iteration: 0 | New Error: 0.8956895725765043

Iteration: 1 | Best Mean-Squared-Error: 0.8956895725765043

Iteration: 0 | New Error: 0.8955392869972668

Iteration: 6 | Best Mean-Squared-Error: 0.895241246722592

Iteration: 0 | New Error: 0.8957395247615941

Iteration: 1 | Best Mean-Squared-Error: 0.8957395247615941

Iteration: 0 | New Error: 0.8954476793265692

Iteration: 1 | Best Mean-Squared-Error: 0.8954476793265692

Iteration: 0 | New Error: 0.8956115903589166

Iteration: 1 | Best Mean-Squared-Error: 0.8956115903589166

Iteration: 0 | New Error: 0.8954848017158316

Iteration: 1 | Best Mean-Squared-Error: 0.8954848017158316

Iteration: 0 | New Error: 0.8955451180184036

Iteration: 5 | Best Mean-Squared-Error: 0.894661496522467

Iteration: 0 | New Error: 0.895590548445003

Iteration: 1 | Best Mean-Squared-Error: 0.895590548445003

Iteration: 0 | New Error: 0.8957008772546087

Iteration: 1 | Best Mean-Squared-Error: 0.8957008772546087

Iteration: 0 | New Error: 0.8960512025992101

Iteration: 1 | Best Mean-Squared-Error: 0.8960512025992101

Iteration: 0 | New Error: 0.8956123792913204

Iteration: 1 | Best Mean-Squared-Error: 0.8956123792913204

Iteration: 0 | New Error: 0.8955035597475299

Iteration: 1 | Best Mean-Squared-Error: 0.8955035597475299

Iteration: 0 | New Error: 0.8958011277967871

Iteration: 1 | Best Mean-Squared-Error: 0.8958011277967871

Iteration: 0 | New Error: 0.8954992323391111

Iteration: 1 | Best Mean-Squared-Error: 0.8954992323391111

Iteration: 0 | New Error: 0.8954703613419099

Iteration: 1 | Best Mean-Squared-Error: 0.8954703613419099

Iteration: 0 | New Error: 0.8957606300186345

Iteration: 1 | Best Mean-Squared-Error: 0.8957606300186345

Iteration: 0 | New Error: 0.8961180749487596

Iteration: 1 | Best Mean-Squared-Error: 0.8961180749487596

Iteration: 0 | New Error: 0.8958761389361897

Iteration: 1 | Best Mean-Squared-Error: 0.8958761389361897

Iteration: 0 | New Error: 0.8955281501728026

Iteration: 5 | Best Mean-Squared-Error: 0.8944675935116184

Iteration: 0 | New Error: 0.8954454217413276

Iteration: 1 | Best Mean-Squared-Error: 0.8954454217413276

Iteration: 0 | New Error: 0.8954494482162392

Iteration: 1 | Best Mean-Squared-Error: 0.8954494482162392

Iteration: 0 | New Error: 0.8954874207872976

Iteration: 1 | Best Mean-Squared-Error: 0.8954874207872976

Iteration: 0 | New Error: 0.8955689812581883

Iteration: 1 | Best Mean-Squared-Error: 0.8955689812581883

Iteration: 0 | New Error: 0.8954932224600973

Iteration: 5 | Best Mean-Squared-Error: 0.8950455884196624

Iteration: 0 | New Error: 0.8955827171377477

Iteration: 1 | Best Mean-Squared-Error: 0.8955827171377477

Iteration: 0 | New Error: 0.8954709090201364

Iteration: 1 | Best Mean-Squared-Error: 0.8954709090201364

Iteration: 0 | New Error: 0.8957581075829504

Iteration: 1 | Best Mean-Squared-Error: 0.8957581075829504

Iteration: 0 | New Error: 0.8954468618300997

Iteration: 1 | Best Mean-Squared-Error: 0.8954468618300997

Iteration: 0 | New Error: 0.8961412036332289

Iteration: 5 | Best Mean-Squared-Error: 0.8945441800660161

Iteration: 0 | New Error: 0.895445556066795

Iteration: 1 | Best Mean-Squared-Error: 0.895445556066795

Iteration: 0 | New Error: 0.8958179947394934

Iteration: 1 | Best Mean-Squared-Error: 0.8958179947394934

Iteration: 0 | New Error: 0.8959177475705785

Iteration: 1 | Best Mean-Squared-Error: 0.8959177475705785

Iteration: 0 | New Error: 0.8955404787720895

Iteration: 1 | Best Mean-Squared-Error: 0.8955404787720895

Iteration: 0 | New Error: 0.8957335546452564

Iteration: 5 | Best Mean-Squared-Error: 0.8951607265609094

Iteration: 0 | New Error: 0.8956675909916167

Iteration: 1 | Best Mean-Squared-Error: 0.8956675909916167

Iteration: 0 | New Error: 0.8955615056855172

Iteration: 1 | Best Mean-Squared-Error: 0.8955615056855172

Iteration: 0 | New Error: 0.8956252457195273

Iteration: 5 | Best Mean-Squared-Error: 0.8942077873358649

Iteration: 0 | New Error: 0.8954469402132996

Iteration: 1 | Best Mean-Squared-Error: 0.8954469402132996

Iteration: 0 | New Error: 0.8957168423706181

Iteration: 1 | Best Mean-Squared-Error: 0.8957168423706181

Iteration: 0 | New Error: 0.895748636465072

Iteration: 1 | Best Mean-Squared-Error: 0.895748636465072

Iteration: 0 | New Error: 0.8954936648877635

Iteration: 1 | Best Mean-Squared-Error: 0.8954936648877635

Iteration: 0 | New Error: 0.8955216701036013

Iteration: 1 | Best Mean-Squared-Error: 0.8955216701036013

Iteration: 0 | New Error: 0.8954455585783713

Iteration: 1 | Best Mean-Squared-Error: 0.8954455585783713

Iteration: 0 | New Error: 0.8955511971552028

Iteration: 1 | Best Mean-Squared-Error: 0.8955511971552028

Iteration: 0 | New Error: 0.8958202152974458

Iteration: 1 | Best Mean-Squared-Error: 0.8958202152974458

Iteration: 0 | New Error: 0.8955310733102178

Iteration: 1 | Best Mean-Squared-Error: 0.8955310733102178

Iteration: 0 | New Error: 0.8954848020076123

Iteration: 1 | Best Mean-Squared-Error: 0.8954848020076123

Iteration: 0 | New Error: 0.895621259671605

Iteration: 1 | Best Mean-Squared-Error: 0.895621259671605

Iteration: 0 | New Error: 0.8955082911635908

Iteration: 1 | Best Mean-Squared-Error: 0.8955082911635908

Iteration: 0 | New Error: 0.8959480977742247

Iteration: 1 | Best Mean-Squared-Error: 0.8959480977742247

Iteration: 0 | New Error: 0.8955638294614557

Iteration: 1 | Best Mean-Squared-Error: 0.8955638294614557

Iteration: 0 | New Error: 0.895448826566482

Iteration: 1 | Best Mean-Squared-Error: 0.895448826566482

Iteration: 0 | New Error: 0.8958687815850486

Iteration: 1 | Best Mean-Squared-Error: 0.8958687815850486

Iteration: 0 | New Error: 0.895597737044036

Iteration: 1 | Best Mean-Squared-Error: 0.895597737044036

Iteration: 0 | New Error: 0.8955796491048231

Iteration: 1 | Best Mean-Squared-Error: 0.8955796491048231

Iteration: 0 | New Error: 0.8954813549032853

Iteration: 1 | Best Mean-Squared-Error: 0.8954813549032853

Iteration: 0 | New Error: 0.895481659500891

Iteration: 1 | Best Mean-Squared-Error: 0.895481659500891

Iteration: 0 | New Error: 0.8956385495892365

Iteration: 1 | Best Mean-Squared-Error: 0.8956385495892365

Iteration: 0 | New Error: 0.8956135834691399

Iteration: 1 | Best Mean-Squared-Error: 0.8956135834691399

Iteration: 0 | New Error: 0.8956304974206885

Iteration: 1 | Best Mean-Squared-Error: 0.8956304974206885

Iteration: 0 | New Error: 0.8954558241656678

Iteration: 1 | Best Mean-Squared-Error: 0.8954558241656678

Iteration: 0 | New Error: 0.8954547703627008

Iteration: 1 | Best Mean-Squared-Error: 0.8954547703627008

Iteration: 0 | New Error: 0.8956913268382486

Iteration: 1 | Best Mean-Squared-Error: 0.8956913268382486

Iteration: 0 | New Error: 0.8954461018518504

Iteration: 1 | Best Mean-Squared-Error: 0.8954461018518504

Iteration: 0 | New Error: 0.8956702477564262

Iteration: 1 | Best Mean-Squared-Error: 0.8956702477564262

Iteration: 0 | New Error: 0.8955552866450273

Iteration: 1 | Best Mean-Squared-Error: 0.8955552866450273

Iteration: 0 | New Error: 0.8956905995068981

Iteration: 1 | Best Mean-Squared-Error: 0.8956905995068981

Iteration: 0 | New Error: 0.8954941528542758

Iteration: 1 | Best Mean-Squared-Error: 0.8954941528542758

Iteration: 0 | New Error: 0.8955497189507454

Iteration: 1 | Best Mean-Squared-Error: 0.8955497189507454

Iteration: 0 | New Error: 0.8955110401947256

Iteration: 1 | Best Mean-Squared-Error: 0.8955110401947256

Iteration: 0 | New Error: 0.895695108758575

Iteration: 1 | Best Mean-Squared-Error: 0.895695108758575

Iteration: 0 | New Error: 0.8957138142106457

Iteration: 1 | Best Mean-Squared-Error: 0.8957138142106457

Iteration: 0 | New Error: 0.8956181145626964

Iteration: 1 | Best Mean-Squared-Error: 0.8956181145626964

Iteration: 0 | New Error: 0.8957539825417004

Iteration: 1 | Best Mean-Squared-Error: 0.8957539825417004

Iteration: 0 | New Error: 0.8961999298532171

Iteration: 1 | Best Mean-Squared-Error: 0.8961999298532171

Iteration: 0 | New Error: 0.8955844558156971

Iteration: 1 | Best Mean-Squared-Error: 0.8955844558156971

Iteration: 0 | New Error: 0.8954549724611529

Iteration: 1 | Best Mean-Squared-Error: 0.8954549724611529

Iteration: 0 | New Error: 0.8956540001471653

Iteration: 1 | Best Mean-Squared-Error: 0.8956540001471653

Iteration: 0 | New Error: 0.8954612539116915

Iteration: 1 | Best Mean-Squared-Error: 0.8954612539116915

Iteration: 0 | New Error: 0.895870438688277

Iteration: 1 | Best Mean-Squared-Error: 0.895870438688277

Iteration: 0 | New Error: 0.8957771986907113

Iteration: 1 | Best Mean-Squared-Error: 0.8957771986907113

Iteration: 0 | New Error: 0.8954477772789297

Iteration: 1 | Best Mean-Squared-Error: 0.8954477772789297

Iteration: 0 | New Error: 0.8955874220900929

Iteration: 1 | Best Mean-Squared-Error: 0.8955874220900929

Iteration: 0 | New Error: 0.8955680386494056

Iteration: 1 | Best Mean-Squared-Error: 0.8955680386494056

Iteration: 0 | New Error: 0.8956602973158762

Iteration: 1 | Best Mean-Squared-Error: 0.8956602973158762

Iteration: 0 | New Error: 0.8955171268835089

Iteration: 1 | Best Mean-Squared-Error: 0.8955171268835089

Iteration: 0 | New Error: 0.8954724538129396

Iteration: 1 | Best Mean-Squared-Error: 0.8954724538129396

Iteration: 0 | New Error: 0.8955622108778009

Iteration: 1 | Best Mean-Squared-Error: 0.8955622108778009

Iteration: 0 | New Error: 0.8954631371081643

Iteration: 1 | Best Mean-Squared-Error: 0.8954631371081643

Iteration: 0 | New Error: 0.8954935161894234

Iteration: 1 | Best Mean-Squared-Error: 0.8954935161894234

Iteration: 0 | New Error: 0.895519372049392

Iteration: 1 | Best Mean-Squared-Error: 0.895519372049392

Iteration: 0 | New Error: 0.8957208178073947

Iteration: 1 | Best Mean-Squared-Error: 0.8957208178073947

Iteration: 0 | New Error: 0.8957099209277776

Iteration: 1 | Best Mean-Squared-Error: 0.8957099209277776

